Index,Type,Group,Day,Time,Venue,Remark
19510,Lec/Studio,LEC1,4,1430 1630,ONLINE,1 2 3 4 5 6 7 8 9 10 11 12 13
19510,Tut,T1,2,0930 1030,ONLINE,2 3 4 5 6 7 8 9 10 11 12 13
19511,Lec/Studio,LEC1,4,1430 1630,ONLINE,1 2 3 4 5 6 7 8 9 10 11 12 13
19511,Tut,T2,2,1030 1130,ONLINE,2 3 4 5 6 7 8 9 10 11 12 13
19512,Lec/Studio,LEC1,4,1430 1630,ONLINE,1 2 3 4 5 6 7 8 9 10 11 12 13
19512,Tut,T3,2,1130 1230,ONLINE,2 3 4 5 6 7 8 9 10 11 12 13
19513,Lec/Studio,LEC1,4,1430 1630,ONLINE,1 2 3 4 5 6 7 8 9 10 11 12 13
19513,Tut,T4,2,1430 1530,ONLINE,2 3 4 5 6 7 8 9 10 11 12 13
19514,Lec/Studio,LEC1,4,1430 1630,ONLINE,1 2 3 4 5 6 7 8 9 10 11 12 13
19514,Tut,T5,2,1530 1630,ONLINE,2 3 4 5 6 7 8 9 10 11 12 13
19515,Lec/Studio,LEC1,4,1430 1630,ONLINE,1 2 3 4 5 6 7 8 9 10 11 12 13
19515,Tut,T6,5,1330 1430,ONLINE,2 3 4 5 6 7 8 9 10 11 12 13
19516,Lec/Studio,LEC1,4,1430 1630,ONLINE,1 2 3 4 5 6 7 8 9 10 11 12 13
19516,Tut,T7,5,1430 1530,ONLINE,2 3 4 5 6 7 8 9 10 11 12 13
19517,Lec/Studio,LEC1,4,1430 1630,ONLINE,1 2 3 4 5 6 7 8 9 10 11 12 13
19517,Tut,T8,5,1530 1630,ONLINE,2 3 4 5 6 7 8 9 10 11 12 13
